Date,Address,Rent (HKD),Area (呎),Rate,Price/sq foot,,Average price/sq foot
20/08/2024,貝沙灣 4期 南灣 7座 中層 B室,"$34,000",707,48,$48.09,TRUE,
20/08/2024,瑧蓺 低層 K室,"$17,000",227,75,$74.89,TRUE,
20/08/2024,日出康城 2期A 領都 5座 (右翼) 低層 A室,"$19,000",722,26,$26.32,TRUE,
20/08/2024,新春園大廈 高層 D室,"$16,000",299,54,$53.51,TRUE,
20/08/2024,曦巒 中層 C室,"$22,000",428,51,$51.40,TRUE,
20/08/2024,帝琴灣 凱琴居 1座 中層 B室,"$33,000",1138,29,$29.00,TRUE,
20/08/2024,映灣園 2期 映濤軒 8座 中層 B室,"$25,000",728,34,$34.34,TRUE,
20/08/2024,新葵興花園 C座 低層 2室,"$18,500",570,32,$32.46,TRUE,
20/08/2024,康怡花園 H座 (9-16室) 高層 14室,"$19,000",524,36,$36.26,TRUE,
20/08/2024,鯉景灣 B段 逸榮閣 (7座) 低層 D室,"$19,500",536,36,$36.38,TRUE,
20/08/2024,嘉亨灣 2座 中層 B室,"$35,000",673,52,$52.01,TRUE,
20/08/2024,君傲灣 1座 中層 J室,"$23,500",618,38,$38.03,TRUE,
20/08/2024,Savannah 3A座 低層 C室,"$20,000",439,46,$45.56,TRUE,
20/08/2024,翰林峰 5座 中層 C室,"$18,000",216,83,$83.33,TRUE,
20/08/2024,瑧蓺 中層 D室,"$18,000",213,85,$84.51,TRUE,
20/08/2024,南里壹號 中層 2室,"$18,000",244,74,$73.77,TRUE,
20/08/2024,藝里坊．2號 中層 D室,"$19,000",250,76,$76.00,TRUE,
20/08/2024,Kennedy 38 高層 F室,"$20,000",265,75,$75.47,TRUE,
20/08/2024,紅山半島 A區(4期) 5座 高層 A室,"$60,000",1575,38,$38.10,TRUE,
20/08/2024,堅尼閣 高層 A室,"$27,000",559,48,$48.30,TRUE,
20/08/2024,尚匯 高層 B室,"$40,000",696,57,$57.47,TRUE,
20/08/2024,加路連花園 高層 B室,"$55,000",1495,37,$36.79,TRUE,
20/08/2024,龍暉花園 1座 低層 A室,"$22,800",465,49,$49.03,TRUE,
20/08/2024,翠安閣 中層 B室,"$17,000",338,50,$50.30,TRUE,
20/08/2024,南里壹號 中層 5室,"$17,500",212,83,$82.55,TRUE,
20/08/2024,帝后華庭 1座 高層 I室,"$26,000",538,48,$48.33,TRUE,
20/08/2024,南北行大廈 高層 A室,"$17,500",482,36,$36.31,TRUE,
20/08/2024,金鳳閣 中層 B室,"$22,000",433,51,$50.81,TRUE,
20/08/2024,薄扶林道63號 2座 (Emerald House) 低層 A室,"$18,000",276,65,$65.22,TRUE,
20/08/2024,廣堅大廈 低層 B室,"$23,000",436,53,$52.75,TRUE,
20/08/2024,翰林峰 5座 低層 E室,"$17,500",224,78,$78.13,TRUE,
20/08/2024,昌寧大廈 低層 1室,"$17,000",309,55,$55.02,TRUE,
20/08/2024,星凱‧堤岸 3座 中層 E室,"$18,000",344,52,$52.33,TRUE,
20/08/2024,駿景園 2期 10座 高層 D室,"$32,000",1039,31,$30.80,TRUE,
20/08/2024,陽明山莊 山景園 5座 中層 39室,"$44,000",1045,42,$42.11,TRUE,
20/08/2024,八號花園 1座 中層 B室,"$13,500",431,31,$31.32,TRUE,
20/08/2024,新都城 2期 7座 中層 F室,"$16,400",363,45,$45.18,TRUE,
20/08/2024,金福大廈 低層 B室,"$20,000",400,50,$50.00,TRUE,
20/08/2024,海殿大廈 高層 H室,"$16,000",484,33,$33.06,TRUE,
20/08/2024,慧蘭閣 高層 B室,"$12,500",224,56,$55.80,TRUE,
20/08/2024,康威花園 A座 中層 3室,"$16,000",432,37,$37.04,TRUE,
20/08/2024,翰林峰 2座 中層 D室,"$19,000",225,84,$84.44,TRUE,
20/08/2024,置富花園 富麗苑 (H-1座) 低層 A室,"$17,000",439,39,$38.72,TRUE,
20/08/2024,Imperial Kennedy 高層 A室,"$57,000",901,63,$63.26,TRUE,
20/08/2024,昌裕大廈 高層 C室,"$12,800",267,48,$47.94,TRUE,
20/08/2024,Kennedy 38 高層 F室,"$20,900",265,79,$78.87,TRUE,
20/08/2024,景峰花園 4座 高層 B室,"$11,500",405,28,$28.40,TRUE,
20/08/2024,Novo Land 2B期 Arreso 2座 高層 E室,"$16,500",452,37,$36.50,TRUE,
20/08/2024,瓏門 2期 6座 低層 F室,"$14,300",374,38,$38.24,TRUE,
20/08/2024,疊茵庭 9座 低層 A室,"$13,000",381,34,$34.12,TRUE,
20/08/2024,加惠臺 2座 高層 B室,"$24,000",464,52,$51.72,TRUE,
20/08/2024,南里壹號 高層 1室,"$18,000",210,86,$85.71,TRUE,
20/08/2024,居仁閣 中層 B室,"$17,300",395,44,$43.80,TRUE,
20/08/2024,將軍澳中心 2期 1座 低層 H室,"$18,800",465,40,$40.43,TRUE,
20/08/2024,Eight South Lane 高層 D室,"$20,000",314,64,$63.69,TRUE,
20/08/2024,海茵莊園 2座 中層 A8室,"$17,200",406,42,$42.36,TRUE,
20/08/2024,嘉匯 8座 中層 D室,"$38,000",797,48,$47.68,TRUE,
20/08/2024,The Henley 3期 The Henley III 3B座 高層 E室,"$15,000",238,63,$63.03,TRUE,
20/08/2024,綠楊新邨 C座 中層 7室,"$16,000",445,36,$35.96,TRUE,
20/08/2024,蔚藍灣畔 7座 高層 G室,"$18,500",488,38,$37.91,TRUE,
20/08/2024,名城 3期 盛世 1座 低層 NC室,"$33,000",958,34,$34.45,TRUE,
20/08/2024,名城 3期 盛世 5座 高層 NA室,"$29,000",691,42,$41.97,TRUE,
20/08/2024,沙田第一城 4期 38座 高層 B室,"$13,500",284,48,$47.54,TRUE,
20/08/2024,金獅花園 1期 金輝閣 (E座) 高層 2室,"$14,000",260,54,$53.85,TRUE,
20/08/2024,柏傲莊 2期 6座 (6B) 中層 D室,"$18,500",266,70,$69.55,TRUE,
20/08/2024,海灣花園 4座 低層 C室,"$15,000",471,32,$31.85,TRUE,
20/08/2024,朗逸峰 1期 1座 低層 B室,"$30,000",1142,26,$26.27,TRUE,
20/08/2024,邁亞美海灣 2座 高層 B室,"$12,000",450,27,$26.67,TRUE,
20/08/2024,名城 1期 1座 低層 NB室,"$29,000",785,37,$36.94,TRUE,
20/08/2024,新港城 2期 D座 中層 2室,"$14,000",321,44,$43.61,TRUE,
20/08/2024,映灣園 2期 映濤軒 7座 中層 G室,"$22,500",736,31,$30.57,TRUE,
20/08/2024,海堤灣畔 2座 中層 F室,"$18,500",508,36,$36.42,TRUE,
20/08/2024,Novo Land 2B期 Arreso 1B座 低層 F室,"$14,500",377,38,$38.46,TRUE,
20/08/2024,愛琴海岸 3座 低層 H室,"$13,500",519,26,$26.01,TRUE,
20/08/2024,帝御 1期 帝御‧金灣 5座 低層 16室,"$12,500",392,32,$31.89,TRUE,
20/08/2024,緹岸 1期 2A座 高層 H室,"$7,900",233,34,$33.91,TRUE,
20/08/2024,帝御 3期 帝御‧嵐天 6座 低層 2室,"$12,500",336,37,$37.20,TRUE,
20/08/2024,屯門市廣場 2期 2座 中層 B室,"$11,500",327,35,$35.17,TRUE,
20/08/2024,怡峰園 3座 中層 B室,"$15,000",659,23,$22.76,TRUE,
20/08/2024,花園城 3期 雅蕙苑 (A座) 高層 G室,"$14,000",268,52,$52.24,TRUE,
20/08/2024,沙田中心 佳寧大廈 (C座) 中層 A室,"$17,500",390,45,$44.87,TRUE,
20/08/2024,沙田中心 唐寧大廈 (D座) 中層 D室,"$15,500",301,51,$51.50,TRUE,
20/08/2024,柏傲莊 2期 7座 (7A) 中層 C室,"$25,500",452,56,$56.42,TRUE,
20/08/2024,雍翠豪園 1座 低層 F室,"$13,000",443,29,$29.35,TRUE,
20/08/2024,Oasis Kai Tak 1座 低層 E室,"$17,000",360,47,$47.22,TRUE,
20/08/2024,嘉熙 5座 高層 A室,"$18,000",463,39,$38.88,TRUE,
20/08/2024,立坊 高層 11室,"$16,200",395,41,$41.01,TRUE,
20/08/2024,嘉峯匯 2B座 中層 C室,"$22,000",463,48,$47.52,TRUE,
20/08/2024,尚翹峰 1期 1座 高層 C室,"$25,000",492,51,$50.81,TRUE,
20/08/2024,沙田中心 嘉寧大廈 (F座) 中層 B室,"$15,500",347,45,$44.67,TRUE,
20/08/2024,藍天海岸 3期 影岸‧紅 A座 (7座) 中層 G室,"$16,000",441,36,$36.28,TRUE,
20/08/2024,港灣豪庭 2期 10座 高層 F室,"$17,200",440,39,$39.09,TRUE,
20/08/2024,翰林峰 5座 高層 E室,"$19,000",224,85,$84.82,TRUE,
20/08/2024,匯璽 5期 匯璽III 7座 中層 G室,"$21,000",351,60,$59.83,TRUE,
20/08/2024,利奧坊‧曉岸 2座 低層 F室,"$12,500",198,63,$63.13,TRUE,
20/08/2024,凱譽 低層 F室,"$28,000",480,58,$58.33,TRUE,
20/08/2024,本木 中層 A1室,"$20,000",350,57,$57.14,TRUE,
20/08/2024,世宙 5座 中層 H室,"$14,800",429,34,$34.50,TRUE,
20/08/2024,福滿大廈 中層 C室,"$18,000",344,52,$52.33,TRUE,
20/08/2024,Wetland Seasons Park 3期 8座 低層 A5室,"$11,500",366,31,$31.42,TRUE,
19/08/2024,粉嶺名都 富臨閣 (6座) 中層 F室,"$12,000",395,30,$30.38,TRUE,
19/08/2024,世宙 2座 高層 B室,"$15,000",426,35,$35.21,TRUE,
19/08/2024,嘉熙 10座 低層 E室,"$18,500",522,35,$35.44,TRUE,
19/08/2024,泓景臺 1期 1座 中層 F室,"$19,500",477,41,$40.88,TRUE,
19/08/2024,泓景臺 1期 2座 中層 D室,"$20,000",471,42,$42.46,TRUE,
19/08/2024,西邊街15號 中層 D室,"$17,000",212,80,$80.19,TRUE,
19/08/2024,海之戀 3期A 海之戀．愛炫美 3C座 中層 A室,"$23,200",524,44,$44.27,TRUE,
19/08/2024,太古城 觀海台 東海閣 (45座) 高層 F室,"$24,000",572,42,$41.96,TRUE,
19/08/2024,雲滙 1期 1座 高層 B5室,"$18,500",501,37,$36.93,TRUE,
19/08/2024,黃埔花園 12期 銀竹苑 6座 低層 E室,"$28,000",797,35,$35.13,TRUE,
19/08/2024,愛琴海岸 6座 低層 C室,"$14,100",549,26,$25.68,TRUE,
19/08/2024,海峯園 1座(高峰閣) 低層 E室,"$31,800",834,38,$38.13,TRUE,
19/08/2024,將軍澳中心 1期 8座 中層 B室,"$17,000",437,39,$38.90,TRUE,
19/08/2024,御金‧國峰 7座 高層 F室,"$13,800",322,43,$42.86,TRUE,
19/08/2024,粉嶺中心 1期 G座 高層 7室,"$16,000",513,31,$31.19,TRUE,
19/08/2024,凱帆軒 2座 中層 F室,"$18,500",429,43,$43.12,TRUE,
19/08/2024,日出康城 4期B 晉海ll 5B座 高層 C室,"$18,000",491,37,$36.66,TRUE,
19/08/2024,金禧花園 3座 中層 F室,"$17,200",328,52,$52.44,TRUE,
19/08/2024,滿名山 滿庭 8座 中層 B室,"$13,500",389,35,$34.70,TRUE,
19/08/2024,杏花邨 28座 高層 4室,"$23,500",595,39,$39.50,TRUE,
19/08/2024,藍灣半島 7座 中層 E室,"$22,500",565,40,$39.82,TRUE,
19/08/2024,康怡花園 A座 (9-16室) 低層 15室,"$26,000",668,39,$38.92,TRUE,
19/08/2024,豪景花園 1期 愛都閣 (5座) 中層 E室,"$11,500",358,32,$32.12,TRUE,
19/08/2024,星凱‧堤岸 5座 高層 J室,"$27,200",552,49,$49.28,TRUE,
19/08/2024,日出康城 7期B Grand Montara 1座 (1B) 高層 A室,"$25,000",735,34,$34.01,TRUE,
19/08/2024,星河明居 E座 低層 7室,"$22,000",517,43,$42.55,TRUE,
19/08/2024,維港灣 8座 高層 E室,"$21,500",468,46,$45.94,TRUE,
19/08/2024,現崇山 5A座 高層 A室,"$23,200",567,41,$40.92,TRUE,
19/08/2024,利奧坊‧曉岸 2座 低層 J室,"$16,500",249,66,$66.27,TRUE,
19/08/2024,Monaco 1期 2B座 低層 F室,"$16,200",279,58,$58.06,TRUE,
19/08/2024,日出康城 6期 Lp6 1座 中層 H室,"$18,000",505,36,$35.64,TRUE,
19/08/2024,宏德街2號 高層 2號,"$38,000",1017,37,$37.36,TRUE,
19/08/2024,嘉湖山莊 1期 樂湖居 12座 低層 C室,"$13,000",551,24,$23.59,TRUE,
19/08/2024,維峰‧浚匯 中層 A室,"$20,000",267,75,$74.91,TRUE,
19/08/2024,維港灣 8座 高層 E室,"$22,000",468,47,$47.01,TRUE,
19/08/2024,海怡花園 1座 中層 1室,"$25,898",595,44,$43.53,TRUE,
19/08/2024,麗城花園 1期 1座 低層 F室,"$15,800",--,--,#VALUE!,FALSE,
19/08/2024,東環 2期 2A座 高層 6室,"$14,500",388,37,$37.37,TRUE,
19/08/2024,德昇大廈 高層 A室,"$13,000",251,52,$51.79,TRUE,
19/08/2024,銀禧花園 5座 低層 F室,"$16,500",498,33,$33.13,TRUE,
19/08/2024,富來花園 B座 低層 6室,"$11,800",360,33,$32.78,TRUE,
19/08/2024,慧豪閣 1座 中層 E室,"$36,000",748,48,$48.13,TRUE,
19/08/2024,海堤灣畔 2座 低層 A室,"$18,000",562,32,$32.03,TRUE,
19/08/2024,海悅豪園 1座 低層 E室,"$17,500",432,41,$40.51,TRUE,
19/08/2024,嘉亨灣 2座 高層 D室,"$24,500",496,49,$49.40,TRUE,
19/08/2024,御半山 2期 2B座 中層 A室,"$16,500",454,36,$36.34,TRUE,
19/08/2024,柏景灣 2期 帝柏海灣 2座 中層 E室,"$30,000",592,51,$50.68,TRUE,
19/08/2024,Kennedy 38 中層 K室,"$23,500",298,79,$78.86,TRUE,
19/08/2024,翰林峰 1座 高層 B室,"$24,800",334,74,$74.25,TRUE,
19/08/2024,陽明山莊 山景園 3座 高層 27室,"$45,000",1031,44,$43.65,TRUE,
19/08/2024,沙田第一城 2期 23座 高層 G室,"$14,500",327,44,$44.34,TRUE,
19/08/2024,荃景花園 2期 9座 低層 B室,"$14,500",431,34,$33.64,TRUE,
19/08/2024,英華閣 高層 B室,"$23,500",466,50,$50.43,TRUE,
19/08/2024,名城 3期 盛世 3座 低層 SA室,"$28,000",688,41,$40.70,TRUE,
19/08/2024,名城 1期 2座 低層 SD室,"$31,000",739,42,$41.95,TRUE,
19/08/2024,柏傲莊 2期 5座 (5A) 高層 E室,"$24,500",462,53,$53.03,TRUE,
19/08/2024,嘉熙 8座 中層 E室,"$23,000",595,39,$38.66,TRUE,
19/08/2024,泓碧,"$20,500",489,42,$41.92,TRUE,
19/08/2024,聚康山莊 1座 高層 D室,"$16,500",428,39,$38.55,TRUE,
19/08/2024,屯門市廣場 3期 8座 低層 A室,"$12,500",392,32,$31.89,TRUE,
19/08/2024,Monaco One 1期 2A座 高層 G室,"$18,500",320,58,$57.81,TRUE,
19/08/2024,囍匯 2期 1座 高層 J室,"$26,500",457,58,$57.99,TRUE,
19/08/2024,囍匯 2期 3座 中層 C室,"$26,500",443,60,$59.82,TRUE,
19/08/2024,彩蒲苑 彩顏閣 (D座) 高層 8室,"$9,500",338,28,$28.11,TRUE,
19/08/2024,翠韻華庭 1座 高層 G室,"$15,000",594,25,$25.25,TRUE,
18/08/2024,置富花園 富昌苑 (H-16座) 低層 A室,"$16,500",439,38,$37.59,TRUE,
18/08/2024,名城 1期 1座 高層 SD室,"$30,000",742,40,$40.43,TRUE,
18/08/2024,金獅花園 2期 金貴閣 (B座) 中層 7室,"$13,540",336,40,$40.30,TRUE,
18/08/2024,帝庭軒 1期 5座 高層 B室,"$12,600",469,27,$26.87,TRUE,
18/08/2024,沙田第一城 4期 41座 低層 C室,"$13,000",304,43,$42.76,TRUE,
18/08/2024,#LYOS 1B座 L室,"$16,500",441,37,$37.41,TRUE,
18/08/2024,邁亞美海灣 5座 低層 A室,"$11,500",431,27,$26.68,TRUE,
18/08/2024,映日灣 2座 中層 C室,"$13,500",219,62,$61.64,TRUE,
18/08/2024,擎天半島 1期 6座 高層 G室,"$40,000",762,52,$52.49,TRUE,
18/08/2024,愉景新城 3期 10座 低層 C室,"$17,000",493,34,$34.48,TRUE,
18/08/2024,爵悅庭 南爵軒 (A2) 低層 C室,"$17,300",464,37,$37.28,TRUE,
18/08/2024,富寧花園 3座 低層 E室,"$17,500",592,30,$29.56,TRUE,
18/08/2024,薈蕎 2翼 高層 B6室,"$17,500",389,45,$44.99,TRUE,
18/08/2024,濱景花園 5座 中層 H室,"$21,000",563,37,$37.30,TRUE,
18/08/2024,傲雲峰 6座 高層 C室,"$23,500",539,44,$43.60,TRUE,
18/08/2024,凱滙 1期 1座 低層 L室,"$24,000",593,40,$40.47,TRUE,
18/08/2024,Monaco 2期 Grande Monaco 1A座 高層 A室,"$48,000",827,58,$58.04,TRUE,
18/08/2024,映築 低層 D室,"$17,500",322,54,$54.35,TRUE,
18/08/2024,仁寶大廈 高層 J室,"$16,500",410,40,$40.24,TRUE,
18/08/2024,映築 低層 M室,"$18,500",323,57,$57.28,TRUE,
18/08/2024,喜漾 2座 低層 A室,"$19,500",525,37,$37.14,TRUE,
18/08/2024,睿峰 西翼 高層 F室,"$21,500",435,49,$49.43,TRUE,
18/08/2024,匯璽 2A期 2B座 低層 K室,"$26,800",441,61,$60.77,TRUE,
18/08/2024,匯璽 5期 匯璽III 7座 低層 C室,"$22,800",352,65,$64.77,TRUE,
18/08/2024,偉晴閣 高層 A2室,"$14,700",270,54,$54.44,TRUE,
18/08/2024,幸運大廈 中層 B室,"$18,800",424,44,$44.34,TRUE,
18/08/2024,愛賓花園 中層 E座,"$60,000",1933,31,$31.04,TRUE,
18/08/2024,粉嶺中心 1期 D座 低層 1室,"$14,000",476,29,$29.41,TRUE,
18/08/2024,朗屏8號 2座 高層 F室,"$21,000",622,34,$33.76,TRUE,
18/08/2024,東港城 1座 低層 F室,"$17,500",463,38,$37.80,TRUE,
18/08/2024,栢慧豪園 1期 5座 高層 D室,"$13,000",498,26,$26.10,TRUE,
18/08/2024,龍華花園 1座 中層 E室,"$35,500",694,51,$51.15,TRUE,
18/08/2024,藍灣半島 5座 低層 G室,"$20,000",457,44,$43.76,TRUE,
18/08/2024,皓畋 9座 中層 F室,"$26,000",581,45,$44.75,TRUE,
18/08/2024,南豐廣場 5座 中層 C室,"$23,000",605,38,$38.02,TRUE,
18/08/2024,天晉 IIIA 2B座 中層 D室,"$18,500",355,52,$52.11,TRUE,
18/08/2024,御海灣 1期 2座 低層 M室,"$13,000",314,41,$41.40,TRUE,
18/08/2024,荃豐大廈 中層 B室,"$13,500",363,37,$37.19,TRUE,
18/08/2024,新港城 3期 N座 中層 8室,"$18,800",512,37,$36.72,TRUE,
18/08/2024,都會軒 1座 低層 1室,"$23,800",473,50,$50.32,TRUE,
18/08/2024,利奧坊‧曉岸 1座 高層 L室,"$12,300",194,63,$63.40,TRUE,
18/08/2024,大埔中心 2期 5座 高層 B室,"$14,000",313,45,$44.73,TRUE,
18/08/2024,御半山 1期 1B座 中層 B室,"$12,500",306,41,$40.85,TRUE,
18/08/2024,栢慧豪園 1期 6座 高層 C室,"$14,000",493,28,$28.40,TRUE,
18/08/2024,翰林峰 5座 中層 D室,"$17,500",230,76,$76.09,TRUE,
18/08/2024,殷然 中層 B室,"$39,500",588,67,$67.18,TRUE,
18/08/2024,One Innovale 1期 B座 中層 7室,"$10,000",226,44,$44.25,TRUE,
18/08/2024,藍天海岸 1期 3座 中層 G室,"$15,000",388,39,$38.66,TRUE,
18/08/2024,Novo Land 2B期 Arreso 2座 高層 B室,"$15,300",431,35,$35.50,TRUE,
18/08/2024,沙田第一城 5期 52座 低層 H室,"$14,000",304,46,$46.05,TRUE,
18/08/2024,日出康城 6期 Lp6 5座 低層 H室,"$14,500",347,42,$41.79,TRUE,
18/08/2024,鳳凰閣 4座 低層 C室,"$30,000",915,33,$32.79,TRUE,
18/08/2024,沙田第一城 5期 50座 中層 B室,"$13,600",284,48,$47.89,TRUE,
18/08/2024,薄扶林道63號 1座 (Amber House) 高層 C室,"$21,500",269,80,$79.93,TRUE,
18/08/2024,Oasis Kai Tak 1座 低層 C室,"$15,000",295,51,$50.85,TRUE,
18/08/2024,天鑽 15座 高層 G室,"$18,500",457,40,$40.48,TRUE,
18/08/2024,囍匯 2期 2座 高層 G室,"$63,000",931,68,$67.67,TRUE,
18/08/2024,貝沙灣 4期 南灣 7座 中層 C室,"$51,000",1047,49,$48.71,TRUE,
18/08/2024,太古城 海景花園(東) 碧藤閣 (42座) 低層 C室,"$37,000",897,41,$41.25,TRUE,
18/08/2024,太古城 金殿台 燕宮閣 (20座) 高層 C室,"$33,000",785,42,$42.04,TRUE,
18/08/2024,太古城 高山台 寶山閣 (11座) 中層 B室,"$24,500",582,42,$42.10,TRUE,
18/08/2024,薈蕎 1翼 中層 A9室,"$17,000",401,42,$42.39,TRUE,
18/08/2024,名城 3期 盛世 5座 高層 SA室,"$29,000",688,42,$42.15,TRUE,
18/08/2024,名城 3期 盛世 2座 低層 ND室,"$30,000",757,40,$39.63,TRUE,
18/08/2024,恆福花園 2座 低層 B室,"$13,500",529,26,$25.52,TRUE,
18/08/2024,Novo Land 2B期 Arreso 1B座 中層 D室,"$12,300",301,41,$40.86,TRUE,
18/08/2024,景峰花園 5座 低層 C室,"$11,500",483,24,$23.81,TRUE,
18/08/2024,新港城 3期 R座 低層 6室,"$13,500",337,40,$40.06,TRUE,
18/08/2024,港島南岸 1期 晉環 1座 (1A) 低層 E室,"$29,800",581,51,$51.29,TRUE,
18/08/2024,峻巒 2C期 Park Yoho Milano 36B座 中層 A室,"$20,000",724,28,$27.62,TRUE,
18/08/2024,The Henley 3期 The Henley III 3B座 高層 B室,"$29,500",538,55,$54.83,TRUE,
18/08/2024,啟德1號 Il 大廈第3座 中層 B室,"$25,000",561,45,$44.56,TRUE,
18/08/2024,希爾頓中心 D座 高層 4室,"$13,500",283,48,$47.70,TRUE,
18/08/2024,翠怡花園 1期 4座 高層 D室,"$16,500",501,33,$32.93,TRUE,
18/08/2024,上水名都 柏林閣 (1座) 高層 E室,"$11,500",401,29,$28.68,TRUE,
18/08/2024,新元朗中心 2座 低層 G室,"$15,500",466,33,$33.26,TRUE,
18/08/2024,新元朗中心 4座 低層 D室,"$16,000",485,33,$32.99,TRUE,
18/08/2024,匯景花園 4座 低層 A室,"$19,500",537,36,$36.31,TRUE,
18/08/2024,寶翠園 2期 6座 高層 B室,"$40,000",776,52,$51.55,TRUE,
18/08/2024,寶御 中層 A室,"$15,000",312,48,$48.08,TRUE,
18/08/2024,尚悅 8座 中層 E室,"$11,500",355,32,$32.39,TRUE,
18/08/2024,匯璽 2A期 2B座 高層 E室,"$21,000",351,60,$59.83,TRUE,
18/08/2024,帝峰‧皇殿 6座 中層 E室,"$16,000",300,53,$53.33,TRUE,
18/08/2024,Wetland Seasons Bay 1期 5B座 高層 C2室,"$12,500",366,34,$34.15,TRUE,
18/08/2024,海翩匯 7座 中層 J室,"$21,800",524,42,$41.60,TRUE,
18/08/2024,昇薈 9座 高層 C室,"$23,000",670,34,$34.33,TRUE,
18/08/2024,又一居 28座 高層 B室,"$31,000",674,46,$45.99,TRUE,
17/08/2024,Silversands,"$49,800",1249,40,$39.87,TRUE,
17/08/2024,天鑽 8座 低層 H室,"$18,800",525,36,$35.81,TRUE,
17/08/2024,雍翠臺 2座 低層 A室,"$18,000",378,48,$47.62,TRUE,
17/08/2024,天鑽 8座 低層 H室,"$18,600",525,35,$35.43,TRUE,
17/08/2024,現崇山 5B座 高層 A室,"$32,500",812,40,$40.02,TRUE,
17/08/2024,金獅花園 2期 金冠閣 (G座) 高層 4室,"$14,500",307,47,$47.23,TRUE,
17/08/2024,沙田第一城 5期 47座 低層 F室,"$12,500",284,44,$44.01,TRUE,
17/08/2024,沙田第一城 4期 39座 低層 H室,"$13,800",304,45,$45.39,TRUE,
17/08/2024,凱滙 1期 2座 低層 C室,"$19,200",452,42,$42.48,TRUE,
17/08/2024,嘉匯 9座 低層 B室,"$22,500",447,50,$50.34,TRUE,
17/08/2024,Monaco One 2期 Monaco Marine 低座D座 中層 E室,"$23,000",487,47,$47.23,TRUE,
17/08/2024,港灣豪庭 2期 10座 中層 C室,"$16,000",413,39,$38.74,TRUE,
17/08/2024,嘉怡閣 低層 B室,"$20,000",341,59,$58.65,TRUE,
17/08/2024,喜漾 2座 低層 E室,"$27,000",664,41,$40.66,TRUE,
17/08/2024,雅麗園 (A-B座) 中層 G室,"$19,000",442,43,$42.99,TRUE,
17/08/2024,大埔中心 3期 20座 高層 G室,"$13,700",315,43,$43.49,TRUE,
17/08/2024,粉嶺中心 1期 B座 中層 2室,"$16,000",513,31,$31.19,TRUE,
17/08/2024,悅雅 低層 F室,"$11,300",173,65,$65.32,TRUE,
17/08/2024,豫豐花園 5座 高層 A室,"$11,800",362,33,$32.60,TRUE,
17/08/2024,港灣豪庭 1期 2座 中層 H室,"$15,800",322,49,$49.07,TRUE,
17/08/2024,匯璽 5期 匯璽III 7座 中層 F室,"$20,800",353,59,$58.92,TRUE,
17/08/2024,翰林峰 5座 高層 D室,"$17,000",230,74,$73.91,TRUE,
17/08/2024,康蕙花園 2座 低層 A室,"$21,500",604,36,$35.60,TRUE,
17/08/2024,嘉苑 D座 高層 2室,"$55,000",1372,40,$40.09,TRUE,
17/08/2024,龍華花園 2座 低層 F室,"$33,000",694,48,$47.55,TRUE,
17/08/2024,匯璽 2A期 日鑽匯 高層 A室,"$80,000",1852,43,$43.20,TRUE,
17/08/2024,龍蟠苑 龍瑚閣 (B座) 低層 12室,"$15,000",383,39,$39.16,TRUE,
17/08/2024,日出康城 7期A Montara 2座 (2B) 高層 E室,"$15,800",366,43,$43.17,TRUE,
17/08/2024,嘉峯匯 1B座 高層 E室,"$17,000",291,58,$58.42,TRUE,
17/08/2024,御門‧前 低層 B室,"$24,800",628,39,$39.49,TRUE,
17/08/2024,家壹 高層 F室,"$12,200",221,55,$55.20,TRUE,
17/08/2024,凱旋門 觀星閣 (2座) 低層 B室,"$29,000",400,73,$72.50,TRUE,
17/08/2024,瑧璈 高層 D室,"$22,000",346,64,$63.58,TRUE,
17/08/2024,新寶城 5座 中層 A室,"$17,000",434,39,$39.17,TRUE,
17/08/2024,凱滙 2期 5座 低層 K室,"$19,800",468,42,$42.31,TRUE,
17/08/2024,凱滙 2期 5座 低層 M室,"$32,000",803,40,$39.85,TRUE,
17/08/2024,安基苑 基康閣 (C座) 中層 8室,"$14,300",414,35,$34.54,TRUE,
17/08/2024,Monterey 1座 低層 B室,"$38,200",789,48,$48.42,TRUE,
17/08/2024,維景灣畔 3期 17 座 低層 A室,"$19,800",516,38,$38.37,TRUE,
17/08/2024,日出康城 1期 首都 佛羅倫斯 (1座-右翼) 低層 D室,"$20,000",704,28,$28.41,TRUE,
17/08/2024,日出康城 10期 LP10 1座 (1A) 高層 E室,"$19,000",554,34,$34.30,TRUE,
17/08/2024,日出康城 7期B Grand Montara 1座 (1A) 低層 B室,"$25,000",764,33,$32.72,TRUE,
17/08/2024,沙田第一城 4期 40座 中層 E室,"$14,500",284,51,$51.06,TRUE,
17/08/2024,柏景灣 2期 帝柏海灣 5座 中層 A室,"$32,000",673,48,$47.55,TRUE,
17/08/2024,利奧坊‧凱岸 2座 低層 E室,"$17,500",286,61,$61.19,TRUE,
17/08/2024,利奧坊‧凱岸 1座 低層 F室,"$14,500",253,57,$57.31,TRUE,
17/08/2024,利奧坊‧曦岸 1座 高層 A室,"$16,600",256,65,$64.84,TRUE,
17/08/2024,文光閣 低層 D室,"$18,300",395,46,$46.33,TRUE,
